1512,1200,  'G1', 0,100, 
1512,1200,  'G2', 0,100, 
1512,1201,  'G1', 1,100, 
1512,1201,  'G2', 0,100, 
1512,1202,  'G1', 2,100, 
1512,1202,  'G2', 0,100, 
1512,1203,  'G1', 3,100, 
1512,1203,  'G2', 0,100, 
1512,1204,  'G1', 4,100, 
1512,1204,  'G2', 0,100, 
1512,1205,  'G1', 5,100, 
1512,1205,  'G2', 0,100, 
1512,1206,  'G1', 6,100, 
1512,1206,  'G2', 0,100, 
1512,1207,  'G1', 7,100, 
1512,1207,  'G2', 0,100, 
1512,1208,  'G1', 8,100, 
1512,1208,  'G2', 0,100, 
1512,1209,  'G1', 9,100, 
1512,1209,  'G2', 0,100, 
1512,1210,  'G1', 10,100, 
1512,1210,  'G2', 0,100, 
1512,1211,  'G1', 11,100, 
1512,1211,  'G2', 0,100, 
1512,1212,  'G1', 12,100, 
1512,1212,  'G2', 0,100, 
1512,1213,  'G1', 13,100, 
1512,1213,  'G2', 0,100, 
1512,1214,  'G1', 14,100, 
1512,1214,  'G2', 0,100, 
1512,1215,  'G1', 15,100, 
1512,1215,  'G2', 0,100, 
1512,1216,  'G1', 16,100, 
1512,1216,  'G2', 0,100, 
1512,1217,  'G1', 17,100, 
1512,1217,  'G2', 0,100, 
1512,1218,  'G1', 18,100, 
1512,1218,  'G2', 0,100, 
1512,1219,  'G1', 19,100, 
1512,1219,  'G2', 0,100, 
1512,1220,  'G1', 20,100, 
1512,1220,  'G2', 0,100, 
1512,1221,  'G1', 21,100, 
1512,1221,  'G2', 0,100, 
1512,1222,  'G1', 22,100, 
1512,1222,  'G2', 0,100, 
1512,1223,  'G1', 23,100, 
1512,1223,  'G2', 0,100, 
1512,1224,  'G1', 24,100, 
1512,1224,  'G2', 0,100, 
1512,1225,  'G1', 25,100, 
1512,1225,  'G2', 0,100, 
1512,1226,  'G1', 26,100, 
1512,1226,  'G2', 0,100, 
1512,1227,  'G1', 26,100, 
1512,1227,  'G2', 0,100, 
1512,1228,  'G1', 26,100, 
1512,1228,  'G2', 0,100, 
1512,1229,  'G1', 27,100, 
1512,1229,  'G2', 0,100, 
1512,1230,  'G1', 28,100, 
1512,1230,  'G2', 0,100, 
1512,1231,  'G1', 28,100, 
1512,1231,  'G2', 0,100, 
1512,1232,  'G1', 29,100, 
1512,1232,  'G2', 0,100, 
1512,1233,  'G1', 30,100, 
1512,1233,  'G2', 0,100, 
1512,1234,  'G1', 30,100, 
1512,1234,  'G2', 0,100, 
1512,1235,  'G1', 29,100, 
1512,1235,  'G2', 0,100, 
1512,1236,  'G1', 30,100, 
1512,1236,  'G2', 0,100, 
1512,1237,  'G1', 30,100, 
1512,1237,  'G2', 0,100, 
1512,1238,  'G1', 31,100, 
1512,1238,  'G2', 0,100, 
1512,1239,  'G1', 31,100, 
1512,1239,  'G2', 0,100, 
1512,1240,  'G1', 32,100, 
1512,1240,  'G2', 0,100, 
1512,1241,  'G1', 31,100, 
1512,1241,  'G2', 0,100, 
1512,1242,  'G1', 30,100, 
1512,1242,  'G2', 0,100, 
1512,1243,  'G1', 30,100, 
1512,1243,  'G2', 0,100, 
1512,1244,  'G1', 31,100, 
1512,1244,  'G2', 0,100, 
1512,1245,  'G1', 32,100, 
1512,1245,  'G2', 0,100, 
1512,1246,  'G1', 32,100, 
1512,1246,  'G2', 0,100, 
1512,1247,  'G1', 32,100, 
1512,1247,  'G2', 0,100, 
1512,1248,  'G1', 33,100, 
